song,text,label
Kleine Verschoppeling,"Ik kan niet in mijn eentje leven ik zou verdwalen zonder vrouw

Ik moet met iemand leven maar soms bedenk ik even waarom in hemels naam met jou

Er zijn miljoenen mooie meisjes gedwee geduldig en getrouw

Ik kan een ander kiezen maar zou meteen verliezen ik kan gewoon niet zonder jou



Je bent veranderd met de jaren ik zie je dikwijls `s middags laat

Met van die krullers in je haren hoewel je weet dat ik het haat

Je moppert als ik zit te roken pas op `t kleed denk aan je as

Je zucht wat moet ik nauw weer koken alsof het honger winter was



Ik kan niet in mijn eentje leven ik zou verdwalen zonder vrouw

Ik moet met iemand leven maar soms bedenk ik even waarom in hemels naam met jou

Er zijn miljoenen mooie meisjes gedwee geduldig en getrouw

Ik kan een ander kiezen maar zou meteen verliezen ik kan gewoon niet zonder jou



En een keer ben ik weggelopen ik smeed de deur achter me toe

Ik heb gezworven en gezopen tot ik wanhopig was en moe

Daar stond ik wankel voor je ogen en dacht je word natuurlijk vals

Toen had dat echt van mij gemogen maar jij viel snikkend om mijn hals



Ik kan niet in mijn eentje leven ik zou verdwalen zonder vrouw

Ik moet met iemand leven maar soms bedenk ik even waarom in hemels naam met jou

Er zijn miljoenen mooie meisjes gedwee geduldig en getrouw

Ik kan een ander kiezen maar zou meteen verliezen ik kan gewoon niet zonder jou",hazes
De Glimlach Van Een Kind,"Jij bent zo wijs dat zegt een kind

Jij bent zo grijs, dat zegt een kind

Jij bent getrouwd dat zegt een kind

Jij bent al oud, dat zegt een kind

 

Dan denk je,ja een rimpel meer

je word al echt een oude heer

Maar voor je denkt, hoe moet het nou 

Pakt ze je hand en lacht naar jou 

 

refr.: 

   De glimlach van een kind 

   Doet je beseffen dat je leeft 

   De glimlach van een kind 

   Dat nog een leven voor zich heeft 

   Dat leven is de moeite waard 

   Met soms wel wat verdriet 

   Maar met liefde, geluk en plezier in het verschiet 

   De glimlach van een kind 

   Dat met een trein speelt of een pop 

   Zo'n glimlach maakt je blij 

   Daar kan geen feest meer tegenop 

   Wat geeft het of je ouder wordt 

   Dat maakt toch niks meer uit 

   Want je voelt je gelukkig 

   Ook al heb je geen duit 

 

refr. 

 

Lalala",hazes
Droomschip,"In de Amsterdamse haven ligt een droomschip op de ree

En een Amsterdamse jongen droomt van reizen over zee

Opgetuigd met volle zeilen schip ahoi

Zeg ga je mee

In de Amsterdamse haven ligt een droomschip op de ree



Is `t waar beste vaar is de zee zo blauw

En is `t Nou van Calleh nu wel echt zo nouw

En is de ijs helemaal van ijs

Of maakt de meester dat alleen maar kleine jongens wijs



Ja `t is waar kleine Drè de zee is zo blauw

En ze fluistert als je luistert in die dromen van jouw

Maak jezelf van `t geluk van een droom maar wijs

Zolang je hart niet is als het ijszee ijs



In de Amsterdamse haven ligt een droomschip op de ree

En een Amsterdamse jongen droomt van reizen over zee

Opgetuigd met volle zijlen schip ahoi

Zeg ga je mee

In de Amsterdamse haven ligt een droomschip op de ree



Is `t waar beste vaar is een huis zo groot

En maakt de rooïe zee echt een kring zo rood

En is een walvis nou een echte vis

Of een zeeman die toevallig aan `t passagieren is



Ja `t is waar kleine Drè een haai is zo groot

Je zult dat wel zien in je droom van een boot

Want zolang `t kompas van je eigen schuit

Zich maar richten naar je hart zijn je dromen nooit uit



In de Amsterdamse haven ligt een droomschip op de ree

En een Amsterdamse jongen droomt van reizen over zee

Opgetuigd met volle zijlen schip ahoi

Zeg ga je mee

In de Amsterdamse haven ligt een droomschip op de ree",hazes
Spijt,"Lopend door de straten, word ik weer gevangen door jouw muziek 

Ik zie al jouw kleuren, ik ruik al jouw geuren

Je raakt mn ziel 

Jij bent altijd bij me, maakt me altijd blij 

Je zit in mn bloed

Nergens op de wereld, niets te vergelijken

Het voelt zo goed

Ik ben weer bij jou, bij alles waar ik van hou



Steeds weer herken ik je in mn dromen

Jij bent er elke nacht voel ik je om me heen 

Steeds weer, iets brengt ons altijd samen 

Jij bent er elke dag 

Ik draag je met me mee

Oh ohoh ooh 



Straks moet ik je verlaten toch zal ik je niet missen

k Ben nooit alleen (nooit alleen)

Niets zal ons ooit scheiden, t zal altijd zo zijn

Ik neem je mee

Ik kom hier bij jou, bij alles waar ik van hou



Steeds weer herken ik je in mn dromen

Jij bent er elke nacht voel ik je om me heen 

Steeds weer, iets brengt ons altijd samen 

Jij bent er elke dag 

Ik draag je met me mee

Oh ohoh ooh 



Steeds weer herken ik je in mn dromen

Jij bent er elke nacht voel ik je om me heen 

Steeds weer, iets brengt ons altijd samen 

Jij bent er elke dag 

Ik draag je met me mee

Steeds weer",hazes
Koningin Van De Zigeuners,"Zijn zwarte haar. zijn bruin gelaat

Z'n bakkenbaarden dicht behaard

En altijd zijn gitaar vast in z'n hand

Het is vandaag een donkere dag

Vooral voor hem die altijd lacht

La mama is niet meer zij stierf vannacht



La mama, dat jij nu weg bent doet me veel verdriet

zal ik dan nog één keer voor je spelen

met heel m'n hart al hoor je mij toch niet

la mama ik zal altijd aan je denken

je was het voorbeeld voor je volk en mij

la mama dat ik jouw zoon ben maakt me blij



Jij was een echte koningin voor ons zigeuners, een godin

la mama, je blijft altijd voortbestaan

een troost, je wordt nooit meer verjaagd

jouw troon krijg ik nu ongevraagd

hoewel je niet veel had je hebt nooit geklaagd.",hazes
Als Ik Jou Vergeef,"Als ik jou vergeef



Op de hoek van de straat

Sta je in 't felle licht

Met je haar door de war

'n Verlopen gezicht

Je staat daar om wat centen te verdienen



Je liet mij in de steek

Nu sta jij elke week

Voor je heerlijke vriend

Waar jij dit geld voor verdient

Besef je niet dit is geen echte liefde



Maar straks ben jij alleen

Kijkt hij niet meer naar je om

Toe zeg me alsjeblieft

Vind jij dit nu niet stom



Als ik jou vergeef, kom je dan terug

Ik weet dat het je spijt, zeg het mij nu vlug

Start opnieuw met mij, ik laat jou verder vrij

Maar beloof me dan wel dat je echt houdt van mij

't Is beter voor ons allebei



Toe kijk mij nu eens aan

Wil je mij laten gaan

Ik heb 't goed met je voor

Ja ik sleep je er door

Maar ik wil dat je weer normaal gaat leven



Hé waar is nu je lach

Die ik vroeger vaak zag

Vergeet toch wat hij je zei

Want jij hoort toch bij mij

Ik zal echt als m'n liefde aan je geven



Want straks ben jij alleen

Kijkt hij niet meer naar je om

Toe zeg me alsjeblieft

Vind jij dit nu niet stom



Als ik jou vergeef, kom je dan terug

Ik weet dat het je spijt, zeg het mij nu vlug

Start opnieuw met mij, ik laat jou verder vrij

Maar beloof me dan wel dat je echt houdt van mij

't Is beter voor ons allebei",hazes
Voor Mij Geen Slingers Aan De Want,"ik loop op straat

mn gedachte gaan nergens heen

zelfs vandaag

mn verjaardag

ben ik alleen

niemand ziet

dat ik me eenzaam voel

ik slenter maar door

zonder plannen of doel



voor mij geen slingers aan de wand

geen diner, geen restaurant

geen cadeau's geen handen schudden

geen advertentie in de ochtendkrant

mensen lopen zij aan zij

hand in hand gaan zij voorbij

ik zie liefde in hun ogen

waarom nooit bij mij



een portiek

oude kranten dat is mijn huis

geen open haart

maar de warmte van een verwarmingsbuis

af en toe

heb ik werk, verdien mn geld

dan koop ik een fles en lig hier uitgeteld



refrein.",hazes
Neem Me Mee,"Neem me mee, waar je gaat ik wil mee

Neem me met je mee, alles was toch oké

Waarom laat je mij nu alleen

Waarom zeg je nu toch steeds nee



Neem me mee, laat me niet in de steek

Neem me met je mee, dat is alles wat ik je smeek

Voorbij, is echt alles voorbij

Je zei, jij bent alles voor mij

Kom terug, zet je neer aan me zij



Neem me mee, geef me één keer de kans

Neem me met je mee, jij begon die romance

Voorheen had ik nooit zo'n gevoel

Kom hier doe voor mij niet zo koel



Neem me mee, probeer met mij deze stap

Neem mij met je mee, 't is voor mij heus geen grap

Ach kom zet me niet aan de dijk

Ik zie, dat als ik naar je kijk

Dat jij mij heel moeilijk ontwijkt",hazes
De Vlieger,"M'n zoon was gisteren jarig, hij werd acht jaar oud m'n schat

Hij vroeg aan mij een vlieger, en die heeft hij ook gehad

Naar z'n bal, z'n fiets, z'n treinen, nee daar keek hij niet naar om

Want z'n vlieger was hem alles, alleen wist ik niet waarom



En toen op zekere morgen, zei hij;vader ga je mee;

De wind die is nu gunstig, dus ik neem m'n vlieger mee

In z'n ene hand een vlieger, in de andere een brief

Ik kon hem niet begrijpen, maar toen zei m'n zoontje lief

Ik heb hier een brief voor m'n moeder

Die hoog in de hemel is

Deze brief bind ik vast aan m'n vlieger

Tot zij hem ontvangt, zij die ik mis

En als zij dan leest hoeveel ik van haar hou

Dat ik niet kan wennen aan die andere vrouw

Ik heb hier een brief voor m'n moeder

Die hoog in de hemel is



Ik heb hier een brief voor m'n moeder

Die hoog, die hoog in de hemel is

Deze brief bindt ik vast aan m'n vlieger

Tot zij hem ontvangt, zij, zij die ik mis



Ik heb hier een brief voor m'n moeder

Die hoog in de hemel is

Deze brief bindt ik vast aan m'n vlieger

Tot zij hem ontvangt, zij die ik mis

En als zij dan leest hoeveel ik van haar hou

Dat ik niet kan wennen aan die andere vrouw

Ik heb hier een brief voor m'n moeder

Die hoog in de hemel is",hazes
Waarom ik,"De post, bracht me een brief.

Waarin in jij aan me vroeg,

laat me nu vrij zijn aljeblieft.

Het viel niet mee.

Het was een klap.

Terug naar wat ik vroeger deed,

kon ik weer alleen op stap.

Zwaaien en zwieren,

Tot laat in de kroeg.

Soms tot na vieren,

vrouwen genoeg.



Want ik dacht dat het uit was.

Het is echt voor bij.

Is er nu geen weg terug,

voor jou en mij.

Want ik dacht dat het uit was.

Wat heb ik gedaan.

Je hoort niet mee bij me,

nu zie jij me niet meer staan.



Zoals je ging, kwam jij weer terug.

Je zei ik moest er even uit.

want het ging me veelste vlug.

Maar dat jij nooit,

nooit heb gevoelt.

Dat ik jou verlaten zou,

had ik echt niet zo bedoeld.

Een traan in je ogen,

een hart vol van spijt.

Zo stonden we buiten.

Jah jij wilde me kwijt.



Want ik dacht dat het uit was,

het is echt voorbij.

Is er nu echt geen weg terug,

voor jou en mij.

Want ik dacht dat het uit was,

wat heb ik gedaan.

Je hoort niet meer bij me,

nu zie jij me niet meer staan.



Ik zeg je heel eerlijk. 

Jij was nummer 1.

Maar sinds een paar weken ben ik niet meer alleen. 

Ik ontmoete een meisje.

Met een hartje van goud.

Die me alles wil geven.

En veel van me houdt.





Want ik dacht dat het uit was,

het is echt voorbij.

Is er nu echt geen weg terug,

voor jou en mij.

Want ik dacht dat het uit was,

wat heb ik gedaan.

Je hoort niet meer bij me,

nu zie jij me niet meer staan.

Je hoort niet meer bij me,

nu zie jij me niet meer staan.



~. Einde .~",hazes
Blijf Bij Mij,"Zomaar een plein, zomaar een bar 

Zomaar wat wijn, zomaar in de war 

Zomaar jij die naast me zit 

Ach zomaar jij, die ik zo aanbidt 

 

Dit zijn voor mij de allermooiste uren 

Dat kan voor mij niet lang genoeg gaan duren 

Niets zeggen maar alleen elkaar bekijken 

Ja, echt dat is waar ik voor wil bezwijken 

Ik zou hier al mijn tijd voor willen geven 

Je kent me niet toch hoor je in mijn leven 

Het is misschien wel veel wat ik zou willen 

Alleen voor jou wil ik mijn tijd verspillen 

 

refr.: 

   Blijf bij mij 

   Het zou te mooi zijn als jij dit nu aan mij vroeg 

   Ga niet weg 

   Nee van jou krijg ik immers nooit genoeg   

   Blijf bij mij 

   Het zou te mooi zijn als jij dit nu aan mij vroeg 

   Ga niet weg 

   Nee van jou krijg ik immers nooit genoeg 

 

Ik weet niet eens je naam toch ben je bij me 

Ik ben nu een gedicht voor jou aan het rijmen 

En elke dag zit ik op jou te wachten 

Van jou heb ik al slapeloze nachten 

 

Weet niets te zeggen 

Of uit te leggen  

Sluit ik mijn ogen 

Kom ik je tegen 

 

refr. 

 

Dit zijn voor mij de allermooiste uren 

Dat kan voor mij niet lang genoeg gaan duren 

Niets zeggen maar alleen elkaar bekijken 

Ja, echt dat is waar ik voor wil bezwijken 

Ik zou hier al mijn tijd voor willen geven 

Je kent me niet toch hoor je in mijn leven 

Het is misschien wel veel wat ik zou willen 

Alleen voor jou wil ik mijn tijd verspillen",hazes
Ik Ben Zo Eenzaam Zonder Jou,"Het  gaat je goed,ik zal je missen 

Dat was het laatste,wat je zei 

Lief en leed deelde we samen 

Is dat nu allemaal voorbij 

 

Vooral de nacht, het is koud en donker 

't Valt me zwaarder, dan ik dacht 

Om thuis te moeten komen 

Als daar niemand op je wacht 

 

refr.: 

    Ik ben zo eenzaam,zonder jou 

    Je moest eens weten, hoeveel ik van je hou 

    Waarom moest het zover komen 

    Wat is d'r over van die dromen 

    Hebben wij nu niets meer met elkaar 

 

Voor praten, hadden wij geen tijd 

Is het nu te laat, ben ik je kwijt 

Krijg je niet uit m'n gedachten 

Ik hoor je stem nog, hoe je lachte 

Waarom is dit nu voorbij 

 

Ach, we hadden heel veel ruzie 

Niemand wou de minste zijn 

We hebben allebei verloren 

Al wat overblijft, is pijn 

 

refr. 

 

Is dit voorbij",hazes
Zo zal het altijd moeten zijn,"Neem me in je armen.

Laat je even gaan.

Ik wil jou verwarmen.

Kom dicht tege me aan.

Jah dit zijn momenten.

Waar ik zo van hou.

Jij en ik hier samen.

Bij de warme haard.

Een glas rode wijn,

Zo zal het altijd moeten zijn!



Dan is het leven zoveel waard.

Alsjeblieft zo ervaard.

Het leven is toch al te kort.

Dat merk je als je ouder wordt.

Het is zo voorbij.

Geniet gerust van iedere dag.

Wees blij dat jij dit beleven mag.

Al valt der regen dagen weer.

Denk dan de zon jah die komt toch weer.

Geniet gerust van iedere dag.

Vergeet de onweer die je gisteren zag

Wie je bent of wat je ook doet.

Met een lach komt alles weer goed.



Neem me in je armen.

Laat je even gaan.

Ik wil jou verwarmen.

Kom dicht tege me aan.

Jah dit zijn momenten.

Waar ik zo van hou.

Jij en ik hier samen.

Bij de warme haard.

Een glas rode wijn,

Zo zal het altijd moeten zijn!



Dan is het leven zoveel waard.

Alsjeblieft zo ervaard.

Het leven is toch al te kort.

Dat merk je als je ouder wordt.

Het is zo voorbij.

Geniet gerust van iedere dag.

Wees blij dat jij dit beleven mag.

Al valt der regen dagen weer.

Denk dan de zon jah die komt toch weer.

Geniet gerust van iedere dag.

Vergeet de onweer die je gisteren zag

Wie je bent of wat je ook doet.

Met een lach komt alles weer goed.



Geniet gerust van iedere dag.

Wees blij dat jij dit beleven mag.

Al valt der regen dagen weer.

Denk dan de zon jah die komt toch weer.

Geniet gerust van iedere dag.

Vergeet de onweer die je gisteren zag

Wie je bent of wat je ook doet.

Met een lach komt alles weer goed.



(Wie je bent of wat je ook doet.)

(oehoehoehoe).



~.Einde.~",hazes
Over en uit,"Ik kijk naar jouw gezicht

En kus je ogen dicht

we kwamen tijd tekort in die dagen

Ik ken je mond, ik ken je lach

Maar jij zei zelden wat je zag

En de nacht was tekort voor mijn vragen

Heb ik zo slecht geluisterd

Naar de stem van mijn hart

Voor mij was het geen spel

Maar voor jou was het dat wel



Over en uit, het is afgelopen

Over en uit, het is voorbij

Je hebt me grenzeloos bedrogen

Je geeft niets meer om mij

Over en uit, het is afgelopen

Over en uit, ik kan het niet meer aan

Het is zover gekomen dat ik je laat gaan

Over en uit



Je legt je hand in die van mij

Dat moment blijft mij bij

Ik zie nog de tranen in je ogen

Je liep van mij weg

Je had mij uitgelegd

Waarom je mij al die tijd had voorgelogen

Ik wilde niet geloven wat men van je zei

Maar ik weet nu wel beter

Ga toch weg, je bent nu vrij



Over en uit, het is afgelopen

Over en uit, het is voorbij

Je hebt me grenzeloos bedrogen

Je geeft niets meer om mij

Over en uit, het is afgelopen

Over en uit, ik kan het niet meer aan

Het is zover gekomen dat ik je laat gaan



Over en uit, het is afgelopen

Over en uit, het is voorbij

Je hebt me grenzeloos bedrogen

Je geeft niets meer om mij

Over en uit, het is afgelopen

Over en uit, ik kan het niet meer aan

Het is zover gekomen dat ik je laat gaan



Over en uit, het is afgelopen

Over en uit, het is voorbij

Je hebt me grenzeloos bedrogen

Je geeft niets meer om mij

Over en uit, het is afgelopen

Over en uit, ik kan het niet meer aan

Het is zover gekomen dat ik je laat gaan



Over en uit",hazes
Kerstmis In De Jordaan,"Als met kerst de toren klokken luiden

Wordt `t stil bij ons in de Jordaan

En dan zie ik steeds in mijn gedachten

Nog mijn aller eerste kerstboom staan

Nooit zal ik die tijd vergeten

Waar ik ter wereld heen zal gaan

Ik zal nooit een mooier kerstfeest weten

Dan bij ons in de Jordaan



Ik zie me nog met moeder lopen op `t allerlaatst moment

Om een kerstboom te gaan kopen want dat scheelde weer een cent

`t fijnste van het kerstfeest vieren was die boom te gaan versieren

En dan zongen we heel zacht met me moeder stille nacht



Als met kerst de toren klokken luiden

Wordt `t stil bij ons in de Jordaan

En dan zie ik steeds in mijn gedachten

Nog mijn aller eerste kerstboom staan

Nooit zal ik die tijd vergeten

Waar ik ter wereld heen zal gaan

Ik zal nooit een mooier kerstfeest weten

Dan bij ons in de Jordaan",hazes
Laat me,"laat me ik ga dus laat me, voor ik me schuldig voel,en haar verlies voor een avond uurtje,laat me.

ik kan bij jou niet blijven sgat,

er is geen plaats meer in mijn hart, want dat heb ik aan haar gegeven. 

nee ik kan haar niet bedriegen,tegen haar kan ik niet liegen

zij zou mij dit nooit kunnen vergeven.

alleen met haar kan ik gelukkig leven,

wat ik krijg kan jij nooit geven!

echt ik moet nu gaan dit was voor even.

later, als je mij vergeten bent, en je hebt je eigen vent, zal je begrijpen waarom ik weg ga, 

tranen daar voor ken je mij te kort 

echt ik vind dit ook heel rot ,maar jij had dit toch kunnen weten ,dat ik haar niet kan bedriegen tegen haar kan ik niet liegen

zij zou mij dit nooit kunnen vergeven

alleen met haar kan ik gelukkig leven

wat ik krijg kan jij nooit geven

nee ik moet nu gaan

dit was voor even.

oohh oohh oohh

alleen met haar kan ik gelukig leven

wat ik krijg kan jij nooit geven

nee ik moet nu gaan dit was voor even

het is echt waar ik kan haar niet bedriegen

tegen haar kan ik niet liegen

zij zou mij dit nooit kunnen vergeven

alleen met haar kan ik gelukkig leven! 

wat ik krijg kan jij niet geven

ohh ik moet nu gaan dit was voor even

oohh oohh",hazes
